# fluera-phrases v2 lang=en built=2026-05-20 sha256=fbbf5185bf722d7d63a39380eefa36f18f85fc8cd2fa8be74a72cc4610c38621 rows=15501
phrase	domains	kind
liver circulation	med	medical
liver cirrhosis	med	medical
liver diseases	med	medical
liver extracts	med	medical
liver failure	med	medical
liver form glycogen phosphorylase	med	medical
liver function tests	med	medical
liver glycogen	med	medical
liver microsomes	med	medical
liver mitochondria	med	medical
liver neoplasms	med	medical
liver regeneration	med	medical
liver transplantation	med	medical
living donors	med	medical
living wills	med	medical
lobesia botrana	med	medical
lobular carcinoma	med	medical
local anesthesia	med	medical
local anesthetics	med	medical
local area networks	med	medical
local field potential measurement	med	medical
local government	med	medical
local lymph node assay	med	medical
local neoplasm recurrence	med	medical
localized scleroderma	med	medical
location directories and signs	med	medical
locus coeruleus	med	medical
locus control region	med	medical
locusta migratoria	med	medical
lod score	med	medical
logistic models	med	medical
long interspersed nucleotide elements	med	medical
long noncoding rna	med	medical
long qt syndrome	med	medical
long short term memory	med	medical
long term adverse effects	med	medical
longitudinal ligaments	med	medical
longitudinal studies	med	medical
loop of henle	med	medical
loose anagen hair syndrome	med	medical
los angeles	med	medical
loss of function mutation	med	medical
loss of heterozygosity	med	medical
lot quality assurance sampling	med	medical
loteprednol etabonate	med	medical
loudness perception	med	medical
louping ill	med	medical
low anterior resection syndrome	med	medical
low back pain	med	medical
low birth weight infant	med	medical
low cardiac output	med	medical
low socioeconomic status	med	medical
low tension glaucoma	med	medical
low vision	med	medical
lower body negative pressure	med	medical
lower esophageal sphincter	med	medical
lower extremity	med	medical
lower gastrointestinal tract	med	medical
lower urinary tract symptoms	med	medical
lubricant eye drops	med	medical
lucilia blowflies	med	medical
lucilia cuprina	med	medical
lucilia sericata	med	medical
ludwig's angina	med	medical
lujo virus	med	medical
lumbar vertebrae	med	medical
lumbosacral plexus	med	medical
lumbosacral region	med	medical
lumefantrine drug combination artemether	med	medical
luminescent agents	med	medical
luminescent measurements	med	medical
luminescent proteins	med	medical
lumpy skin disease	med	medical
lumpy skin disease virus	med	medical
lunate bone	med	medical
lung abscess	med	medical
lung compliance	med	medical
lung diseases	med	medical
lung injury	med	medical
lung neoplasms	med	medical
lung transplantation	med	medical
lung volume measurements	med	medical
lupus coagulation inhibitor	med	medical
lupus erythematosus panniculitis	med	medical
lupus nephritis	med	medical
lupus vulgaris	med	medical
lurasidone hydrochloride	med	medical
luteal cells	med	medical
luteal phase	med	medical
luteinizing hormone	med	medical
lutembacher syndrome	med	medical
luteolytic agents	med	medical
ly antigens	med	medical
lyme disease	med	medical
lyme disease vaccines	med	medical
lyme neuroborreliosis	med	medical
lymph node excision	med	medical
lymph node ratio	med	medical
lymph node tuberculosis	med	medical
lymph nodes	med	medical
lymphatic abnormalities	med	medical
lymphatic diseases	med	medical
lymphatic endothelium	med	medical
lymphatic irradiation	med	medical
lymphatic metastasis	med	medical
lymphatic system	med	medical
lymphatic tissue neoplasm	med	medical
lymphatic vessels	med	medical
lymphocyte activation	med	medical
lymphocyte cooperation	med	medical
lymphocyte count	med	medical
lymphocyte depletion	med	medical
lymphocyte homing receptors	med	medical
lymphocyte subsets	med	medical
lymphocyte transfusion	med	medical
lymphocytic choriomeningitis	med	medical
lymphocytic choriomeningitis virus	med	medical
lymphocytic colitis	med	medical
lymphogranuloma venereum	med	medical
lymphoid leukemia	med	medical
lymphoid progenitor cells	med	medical
lymphoid tissue	med	medical
lymphomatoid granulomatosis	med	medical
lymphomatoid papulosis	med	medical
lymphoproliferative disorders	med	medical
lymphotoxin beta receptor	med	medical
lynch syndrome ii	med	medical
lyngbya toxins	med	medical
lysergic acid	med	medical
lysergic acid diethylamide	med	medical
lysholm knee score	med	medical
lysine acetyltransferases	med	medical
lysine carboxypeptidase	med	medical
lysophosphatidic acid receptors	med	medical
lysophospholipid receptors	med	medical
lysosomal membrane proteins	med	medical
lysosomal storage diseases	med	medical
lysosphingolipid receptors	med	medical
macaca arctoides	med	medical
macaca fascicularis	med	medical
macaca fuscata	med	medical
macaca mulatta	med	medical
macaca nemestrina	med	medical
macaca radiata	med	medical
machine learning	med	medical
machine learning algorithms	med	medical
machine pattern analysis	med	medical
machine prediction methods	med	medical
macrobiotic diet	med	medical
macrocyclic compounds	med	medical
macrocyclic lactams	med	medical
macrocytic anemia	med	medical
macromolecular substances	med	medical
macrophage activation	med	medical
macrophage activation syndrome	med	medical
macrophage cell migration assays	med	medical
macrophage inflammatory proteins	med	medical
macula lutea	med	medical
macular degeneration	med	medical
macular edema	med	medical
macular pigment	med	medical
mads domain proteins	med	medical
maf transcription factors	med	medical
mafb transcription factor	med	medical
maff transcription factor	med	medical
mafg transcription factor	med	medical
mafk transcription factor	med	medical
maggot debridement therapy	med	medical
magistrate judge	law	legal
magnesium chloride	med	medical
magnesium compounds	med	medical
magnesium deficiency	med	medical
magnesium hydroxide	med	medical
magnesium oxide	med	medical
magnesium silicates	med	medical
magnesium sulfate	med	medical
magnetic field therapy	med	medical
magnetic fields	med	medical
magnetic iron oxide nanoparticles	med	medical
magnetic phenomena	med	medical
magnetic resonance angiography	med	medical
magnetic resonance cholangiopancreatography	med	medical
magnetic resonance imaging	med	medical
magnetic resonance myelography	med	medical
magnetic resonance spectroscopy	med	medical
magnetite nanoparticles	med	medical
maillard reaction	med	medical
mainframe computers	med	medical
maintenance chemotherapy	med	medical
maize streak virus	med	medical
major depressive disorder	med	medical
major histocompatibility complex	med	medical
major medical insurance	med	medical
mala fide	-	latin
malabsorption syndromes	med	medical
malaria vaccines	med	medical
malate dehydrogenase	med	medical
malate synthase	med	medical
male breast neoplasms	med	medical
male circumcision	med	medical
male contraceptive agents	med	medical
male contraceptive devices	med	medical
male fertility agents	med	medical
male genital diseases	med	medical
male genital neoplasms	med	medical
male genital tuberculosis	med	medical
male genitalia	med	medical
male homosexuality	med	medical
male infertility	med	medical
male nurses	med	medical
male urogenital diseases	med	medical
male urologic surgical procedures	med	medical
maleic anhydrides	med	medical
maleic hydrazide	med	medical
malformations of cortical development	med	medical
malformed nails	med	medical
malignant atrophic papulosis	med	medical
malignant carcinoid syndrome	med	medical
malignant catarrh	med	medical
malignant fibrous histiocytoma	med	medical
malignant histiocytic disorders	med	medical
malignant hypertension	med	medical
malignant hyperthermia	med	medical
malignant mesothelioma	med	medical
malignant mixed tumor	med	medical
malignant pleural effusion	med	medical
mallory bodies	med	medical
mallotus plant	med	medical
malpighian tubules	med	medical
malunited fractures	med	medical
mammalian chromosomes	med	medical
mammalian embryo	med	medical
mammalian orthoreovirus	med	medical
mammary analogue secretory carcinoma	med	medical
mammary arteries	med	medical
mammary paget's disease	med	medical
mammary ultrasonography	med	medical
mammillary bodies	med	medical
managed care programs	med	medical
managed competition	med	medical
management audit	med	medical
management decision support systems	med	medical
management information systems	med	medical
management quality circles	med	medical
management service organizations	med	medical
mandatory programs	med	medical
mandatory reporting	med	medical
mandatory testing	med	medical
mandatory vaccination	med	medical
mandelic acids	med	medical
mandibular advancement	med	medical
mandibular canal	med	medical
mandibular condyle	med	medical
mandibular diseases	med	medical
mandibular fractures	med	medical
mandibular injuries	med	medical
mandibular neoplasms	med	medical
mandibular nerve	med	medical
mandibular nerve injuries	med	medical
mandibular osteotomy	med	medical
mandibular prosthesis	med	medical
mandibular prosthesis implantation	med	medical
mandibular reconstruction	med	medical
mandibulofacial dysostosis	med	medical
manganese compounds	med	medical
manganese poisoning	med	medical
manifest anxiety scale	med	medical
mannheimia haemolytica	med	medical
mannich bases	med	medical
mannitol dehydrogenases	med	medical
mannitol phosphates	med	medical
mannose receptor	med	medical
mannosidase deficiency diseases	med	medical
manual communication	med	medical
manual lymphatic drainage	med	medical
manuals as topic	med	medical
manufactured materials	med	medical
manufacturing and industrial facilities	med	medical
manufacturing industry	med	medical
manuscripts as topic	med	medical
maori people	med	medical
map kinase kinase kinases	med	medical
map kinase signaling system	med	medical
maple syrup urine disease	med	medical
maps as topic	med	medical
marathon running	med	medical
marburg virus disease	med	medical
marek disease	med	medical
marek disease vaccines	med	medical
marfan syndrome	med	medical
margins of excision	med	medical
marijuana abuse	med	medical
marijuana smoking	med	medical
marijuana use	med	medical
marine biology	med	medical
marine toxins	med	medical
marital status	med	medical
marital therapy	med	medical
marker vaccines	med	medical
marketing of health services	med	medical
markov chains	med	medical
martial arts	med	medical
masked hypertension	med	medical
masked mycotoxins	med	medical
mass behavior	med	medical
mass casualty incidents	med	medical
mass drug administration	med	medical
mass gatherings	med	medical
mass media	med	medical
mass screening	med	medical
mass shooting events	med	medical
mass spectrometry	med	medical
mass vaccination	med	medical
